book_id,isbn,authors,year,title,average_rating,ratings_count,image_url
222,752864327,robert ludlum,1980,the bourne identity jason bourne 1,3.98,327122,https://images.gr-assets.com/books/1335860740m/7869.jpg
223,786817879,eoin colfer,2001,artemis fowl artemis fowl 1,3.82,386923,https://images.gr-assets.com/books/1327945104m/249747.jpg
224,385738935,lauren kate,2009,fallen fallen 1,3.74,395296,https://images.gr-assets.com/books/1440619649m/6487308.jpg
225,142000655,john steinbeck,1952,east of eden,4.35,320919,https://images.gr-assets.com/books/1441547516m/4406.jpg
226,307341569,gillian flynn,2009,dark places,3.92,333452,https://images.gr-assets.com/books/1354988288m/5886881.jpg
227,385339089,john grisham,1993,the client,3.97,320083,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
228,312291639,emma mclaughlin nicola kraus,2002,the nanny diaries nanny 1,3.4,323762,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
229,451527747,lewis carroll john tenniel martin gardner,1865,alices adventures in wonderland  through the lookingglass,4.06,340920,https://images.gr-assets.com/books/1327872220m/24213.jpg
230,192802631,jane austen james kinsley deidre shauna lynch,1817,persuasion,4.13,365425,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
231,312370830,tatiana de rosnay,2007,sarahs key,4.14,312444,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
232,452284694,stephen king,1982,the gunslinger the dark tower 1,3.99,332494,https://images.gr-assets.com/books/1375776480m/43615.jpg
233,140003468X,gabriel garcia marquez edith grossman,1985,love in the time of cholera,3.89,283806,https://images.gr-assets.com/books/1327124987m/9712.jpg
234,014131088X,laurie halse anderson,1999,speak,4.0,360156,https://images.gr-assets.com/books/1310121762m/439288.jpg
235,399159347,liane moriarty,2013,the husbands secret,3.92,232106,https://images.gr-assets.com/books/1460577225m/17802724.jpg
236,385494785,jon krakauer,1997,into thin air a personal account of the mount everest disaster,4.11,291258,https://images.gr-assets.com/books/1463384482m/1898.jpg
238,031242227X,augusten burroughs,2002,running with scissors,3.7,293878,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
239,307346609,max brooks,2006,world war z an oral history of the zombie war,4.01,312969,https://images.gr-assets.com/books/1386328204m/8908.jpg
240,385537859,dan brown,2013,inferno robert langdon 4,3.8,287533,https://images.gr-assets.com/books/1397093185m/17212231.jpg
241,440227534,lois lowry,1989,number the stars,4.11,333638,https://images.gr-assets.com/books/1370917812m/47281.jpg
242,446692638,james patterson,1993,along came a spider alex cross 1,4.08,311499,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
243,450417395,stephen king,1987,misery,4.11,334647,https://images.gr-assets.com/books/1270545451m/10614.jpg
244,307341542,gillian flynn,2006,sharp objects,3.92,207889,https://images.gr-assets.com/books/1423241485m/66559.jpg
245,439366771,katherine paterson,1977,bridge to terabithia,3.98,337644,https://images.gr-assets.com/books/1327880087m/2839.jpg
246,312360266,pc cast kristin cast,2007,marked house of night 1,3.79,360044,https://images.gr-assets.com/books/1317067002m/30183.jpg
247,743269519,stephen r covey,1989,the 7 habits of highly effective people powerful lessons in personal change,4.05,314700,https://images.gr-assets.com/books/1421842784m/36072.jpg
248,743477545,william shakespeare barbara a mowat paul werstine catherine belsey,1595,a midsummer nights dream,3.94,334241,https://images.gr-assets.com/books/1327874534m/1622.jpg
249,618711651,jonathan safran foer,2005,extremely loud and incredibly close,3.97,294726,https://images.gr-assets.com/books/1327879967m/4588.jpg
250,375869026,rj palacio,2012,wonder,4.43,228538,https://images.gr-assets.com/books/1309285027m/11387515.jpg
251,039480001X,dr seuss,1957,the cat in the hat,4.15,314016,https://images.gr-assets.com/books/1468890477m/233093.jpg
252,312641893,marissa meyer,2012,cinder the lunar chronicles 1,4.15,427663,https://images.gr-assets.com/books/1470056948m/11235712.jpg
253,316206849,robert galbraith jk rowling,2013,the cuckoos calling cormoran strike 1,3.83,297712,https://images.gr-assets.com/books/1358716559m/16160797.jpg
254,545123267,maggie stiefvater,2009,shiver the wolves of mercy falls 1,3.78,356625,https://images.gr-assets.com/books/1409283154m/6068551.jpg
255,452011876,ayn rand leonard peikoff,1957,atlas shrugged,3.68,283295,https://images.gr-assets.com/books/1405868167m/662.jpg
256,143038257,greg mortenson david oliver relin,2006,three cups of tea one mans mission to promote peace  one school at a time,3.64,283516,https://images.gr-assets.com/books/1395407074m/49436.jpg
257,517223627,jane carruth lewis carroll rene cloke,1865,alice in wonderland,4.03,343252,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
258,143034901,carlos ruiz zafon lucia graves,2001,the shadow of the wind the cemetery of forgotten books  1,4.24,263685,https://images.gr-assets.com/books/1344545047m/1232.jpg
259,385738757,james dashner,2010,the scorch trials maze runner 2,3.93,305643,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
261,767900383,frances mayes,1996,under the tuscan sun,3.72,279264,https://images.gr-assets.com/books/1320524083m/480479.jpg
262,399167064,liane moriarty,2014,big little lies,4.2,306186,https://images.gr-assets.com/books/1492239430m/19486412.jpg
263,590920685,gail carson levine,1997,ella enchanted,3.97,339117,https://images.gr-assets.com/books/1410727190m/24337.jpg
264,743297334,ernest hemingway,1926,the sun also rises,3.83,284988,https://images.gr-assets.com/books/1331828228m/3876.jpg
265,61120073,betty  smith,1943,a tree grows in brooklyn,4.24,291909,https://images.gr-assets.com/books/1327883484m/14891.jpg
266,446677388,james patterson,1995,kiss the girls alex cross 2,3.93,274639,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
267,312577222,kristin hannah,2015,the nightingale,4.54,253606,https://images.gr-assets.com/books/1451446316m/21853621.jpg
268,1400078776,kazuo ishiguro,2005,never let me go,3.8,294123,https://images.gr-assets.com/books/1353048590m/6334.jpg
269,786890754,cecelia ahern,2003,ps i love you,4.01,262921,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
270,1844080382,daphne du maurier sally beauman,1938,rebecca,4.2,177384,https://images.gr-assets.com/books/1327871977m/12873.jpg
271,156030306,daniel keyes,1966,flowers for algernon,4.07,313044,https://images.gr-assets.com/books/1367141311m/18373.jpg
272,552995878,laura esquivel thomas  christensen carol christensen,1989,like water for chocolate,3.94,263199,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
273,812968069,lisa see,2005,snow flower and the secret fan,4.05,280475,https://images.gr-assets.com/books/1327880508m/1103.jpg
274,451205766,mario puzo robert thompson peter bart,1969,the godfather,4.36,256480,https://images.gr-assets.com/books/1394988109m/22034.jpg
275,525476881,john green,2006,an abundance of katherines,3.63,312754,https://images.gr-assets.com/books/1360206426m/49750.jpg
276,553803719,isaac asimov,1951,foundation foundation 1,4.13,279688,https://images.gr-assets.com/books/1417900846m/29579.jpg
277,62255657,neil gaiman,2013,the ocean at the end of the lane,3.99,293844,https://images.gr-assets.com/books/1497098563m/15783514.jpg
278,60513063,shel silverstein,1981,a light in the attic,4.34,297861,https://images.gr-assets.com/books/1427169918m/30118.jpg
279,751565350,john tiffany jack thorne jk rowling,2016,harry potter and the cursed child  parts one and two harry potter 8,3.75,270603,https://images.gr-assets.com/books/1470082995m/29056083.jpg
280,61726834,lauren oliver,2011,delirium delirium 1,3.99,256975,https://images.gr-assets.com/books/1327890411m/11614718.jpg
281,385339704,john grisham,1992,the pelican brief,3.95,288376,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
282,61139378,neil gaiman,2002,coraline,4.03,316379,https://images.gr-assets.com/books/1493497435m/17061.jpg
283,60853980,terry pratchett neil gaiman,1990,good omens the nice and accurate prophecies of agnes nutter witch,4.25,298304,https://images.gr-assets.com/books/1392528568m/12067.jpg
284,140042598,jack kerouac,1955,on the road,3.64,246602,https://images.gr-assets.com/books/1413588576m/70401.jpg
285,1476729085,graeme simsion,2013,the rosie project don tillman 1,4.01,251703,https://images.gr-assets.com/books/1371651741m/16181775.jpg
286,446579939,nicholas sparks,2008,the lucky one,4.1,267166,https://images.gr-assets.com/books/1420816338m/3063499.jpg
287,451191153,ayn rand leonard peikoff,1943,the fountainhead,3.85,244545,https://images.gr-assets.com/books/1491163636m/2122.jpg
288,425172902,tom clancy,1984,the hunt for red october jack ryan universe 4,4.01,270318,https://images.gr-assets.com/books/1281995542m/19691.jpg
289,038039586X,richard adams,1972,watership down watership down 1,4.05,292426,https://images.gr-assets.com/books/1405136931m/76620.jpg
290,307886263,mindy kaling,2011,is everyone hanging out without me and other concerns,3.84,290674,https://images.gr-assets.com/books/1443264638m/10335308.jpg
291,375414495,abraham verghese,2009,cutting for stone,4.28,258319,https://images.gr-assets.com/books/1327931601m/3591262.jpg
292,006112527X,cs lewis pauline baynes,1951,the voyage of the dawn treader chronicles of narnia 3,4.08,306492,https://images.gr-assets.com/books/1343185059m/140225.jpg
293,753453800,robert louis stevenson,1882,treasure island,3.82,268012,https://images.gr-assets.com/books/1485248909m/295.jpg
294,1423140591,rick riordan,2011,the son of neptune the heroes of olympus 2,4.44,299980,https://images.gr-assets.com/books/1464201114m/9520360.jpg
295,1451627289,stephen king,2011,112263,4.29,258464,https://images.gr-assets.com/books/1327876792m/10644930.jpg
296,241003008,eric carle,1969,the very hungry caterpillar board book,4.29,296952,https://images.gr-assets.com/books/1327878225m/4948.jpg
297,140285601,kurt vonnegut jr,1963,cats cradle,4.18,238940,https://images.gr-assets.com/books/1327867150m/135479.jpg
298,451528557,hg wells greg bear carlo pagetti,1895,the time machine,3.87,276076,https://images.gr-assets.com/books/1327942880m/2493.jpg
299,849946158,todd burpo lynn vincent,2010,heaven is for real a little boys astounding story of his trip to heaven and back,4.01,228371,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
300,385751060,john boyne,2006,the boy in the striped pajamas,4.1,285692,https://images.gr-assets.com/books/1366228171m/39999.jpg
301,1892295490,joseph conrad,1899,heart of darkness,3.42,255576,https://images.gr-assets.com/books/1392799983m/4900.jpg
302,044654759X,nicholas sparks,2010,safe haven,4.19,255531,https://images.gr-assets.com/books/1344268800m/7812659.jpg
303,1582701709,rhonda byrne,2006,the secret the secret 1,3.62,241537,https://images.gr-assets.com/books/1482865039m/52529.jpg
304,60987561,wally lamb,1998,i know this much is true,4.17,246917,https://images.gr-assets.com/books/1373532198m/227711.jpg
305,1416524347,stephen king,1983,pet sematary,3.91,256383,https://images.gr-assets.com/books/1308894674m/10583.jpg
306,671021001,wally lamb,1992,shes come undone,3.84,259576,https://images.gr-assets.com/books/1408313457m/5203.jpg
307,756404738,patrick rothfuss,2011,the wise mans fear the kingkiller chronicle 2,4.57,245686,https://images.gr-assets.com/books/1452624392m/1215032.jpg
308,440241901,sophie kinsella,2003,can you keep a secret,3.83,278747,https://images.gr-assets.com/books/1330464293m/33724.jpg
309,1442403543,cassandra clare,2011,city of fallen angels the mortal instruments 4,4.16,341826,https://images.gr-assets.com/books/1369452302m/6752378.jpg
310,743418174,jennifer weiner,2001,good in bed cannie shapiro 1,3.7,248804,https://images.gr-assets.com/books/1327936464m/14748.jpg
311,380018179,colleen mccullough,1977,the thorn birds,4.22,255651,https://images.gr-assets.com/books/1391416796m/3412.jpg
312,60530928,neil gaiman dave mckean,2008,the graveyard book,4.12,302303,https://images.gr-assets.com/books/1303859949m/2213661.jpg
313,1451681739,ml stedman,2012,the light between oceans,4.0,243526,https://images.gr-assets.com/books/1336683021m/13158800.jpg
314,439709105,cornelia funke anthea bell,2003,inkheart inkworld 1,3.86,285011,https://images.gr-assets.com/books/1328866790m/28194.jpg
315,91883768,spencer johnson kenneth h blanchard,1998,who moved my cheese,3.74,237272,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
316,307279464,bill bryson,1997,a walk in the woods,4.05,250192,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
317,553279378,maya angelou,1969,i know why the caged bird sings,4.19,270859,https://images.gr-assets.com/books/1327957927m/13214.jpg
318,61950726,christina baker kline,2013,orphan train,4.14,226091,https://images.gr-assets.com/books/1362409483m/15818107.jpg
319,1442416866,cassandra clare,2012,city of lost souls the mortal instruments 5,4.3,300553,https://images.gr-assets.com/books/1460477703m/8755776.jpg
320,316204277,maria semple,2012,whered you go bernadette,3.9,215453,https://images.gr-assets.com/books/1338822317m/13526165.jpg
321,375806814,wilson rawls,1961,where the red fern grows,4.04,268548,https://images.gr-assets.com/books/1166154337m/10365.jpg
322,60557818,neil gaiman,1996,neverwhere,4.18,268318,https://images.gr-assets.com/books/1348747943m/14497.jpg
323,571224385,milan kundera michael henry heim,1984,the unbearable lightness of being,4.08,205279,https://images.gr-assets.com/books/1265401884m/9717.jpg
325,552135399,john irving,1989,a prayer for owen meany,4.22,226964,https://images.gr-assets.com/books/1260470010m/4473.jpg
326,316182540,janet fitch,1999,white oleander,3.93,245674,https://images.gr-assets.com/books/1501159524m/32234.jpg
327,039925675X,marie lu,2011,legend legend 1,4.19,299998,https://images.gr-assets.com/books/1501368160m/9275658.jpg
328,743496728,jodi picoult,2007,nineteen minutes,4.1,235978,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
329,1401323251,randy pausch jeffrey zaslow,2008,the last lecture,4.25,241869,https://images.gr-assets.com/books/1388075896m/2318271.jpg
330,812511816,robert jordan,1990,the eye of the world wheel of time 1,4.18,260184,https://images.gr-assets.com/books/1337818095m/228665.jpg
331,61150142,jodi picoult,1998,the pact,4.0,221225,https://images.gr-assets.com/books/1410754561m/10916.jpg
332,60764902,cs lewis,1953,the magicians nephew chronicles of narnia 6,4.01,268355,https://images.gr-assets.com/books/1308814770m/65605.jpg
333,595440096,lisa genova,2007,still alice,4.3,223432,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
334,425263916,sylvia day,2012,reflected in you crossfire 2,4.33,252564,https://images.gr-assets.com/books/1477802540m/13596809.jpg
335,375814248,roald dahl quentin blake,1961,james and the giant peach,3.99,270402,https://images.gr-assets.com/books/1320412586m/6689.jpg
